State,State Code,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,MCD - Drug/Alcohol Induced Cause,MCD - Drug/Alcohol Induced Cause Code,Five-Year Age Groups,Five-Year Age Groups Code,Year,Year Code,Deaths,Population,Crude Rate
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,60-64 years ,60-64,2021,2021,42,2322720,1.8
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,60-64 years ,60-64,2022,2022,49,2301629,2.1
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,60-64 years ,60-64,2023,2023,43,2318128,1.9
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,65-69 years,65-69,2018,2018,42,1853102,2.3
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,65-69 years,65-69,2019,2019,38,1889872,2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,65-69 years,65-69,2020,2020,23,1918055,1.2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,65-69 years,65-69,2021,2021,27,1961307,1.4
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,65-69 years,65-69,2022,2022,49,1974129,2.5
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,65-69 years,65-69,2023,2023,40,2029075,2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,70-74 years,70-74,2018,2018,24,1432312,1.7
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,70-74 years,70-74,2019,2019,27,1496798,1.8
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,70-74 years,70-74,2020,2020,26,1551490,1.7
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,70-74 years,70-74,2021,2021,25,1596706,1.6
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,70-74 years,70-74,2022,2022,29,1586759,1.8
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,70-74 years,70-74,2023,2023,27,1631900,1.7
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,75-79 years,75-79,2018,2018,21,976718,2.2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,75-79 years,75-79,2019,2019,14,1017681,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,75-79 years,75-79,2020,2020,13,1052210,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,75-79 years,75-79,2021,2021,23,1046111,2.2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,75-79 years,75-79,2022,2022,25,1140952,2.2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,75-79 years,75-79,2023,2023,24,1202686,2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,80-84 years,80-84,2018,2018,14,663308,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,80-84 years,80-84,2019,2019,20,683918,2.9
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,80-84 years,80-84,2022,2022,12,714480,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,80-84 years,80-84,2023,2023,19,744037,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,85-89 years,85-89,2019,2019,11,Not Applicable,Not Applicable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,85-89 years,85-89,2022,2022,15,Not Applicable,Not Applicable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,90-94 years,90-94,2018,2018,10,Not Applicable,Not Applicable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,35-39 years,35-39,2018,2018,11,2754980,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,35-39 years,35-39,2019,2019,11,2780574,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,40-44 years,40-44,2020,2020,11,2524241,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,45-49 years,45-49,2019,2019,11,2515419,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,45-49 years,45-49,2022,2022,11,2398337,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,50-54 years,50-54,2018,2018,12,2503891,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,50-54 years,50-54,2019,2019,12,2464326,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,55-59 years,55-59,2018,2018,18,2518810,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,55-59 years,55-59,2019,2019,13,2508777,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,55-59 years,55-59,2021,2021,10,2455012,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,55-59 years,55-59,2022,2022,18,2385680,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,60-64 years ,60-64,2019,2019,10,2277858,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,60-64 years ,60-64,2022,2022,10,2301629,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,60-64 years ,60-64,2023,2023,15,2318128,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other alcohol-induced causes,A9,55-59 years,55-59,2018,2018,13,2518810,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other alcohol-induced causes,A9,55-59 years,55-59,2019,2019,12,2508777,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other alcohol-induced causes,A9,55-59 years,55-59,2022,2022,10,2385680,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other alcohol-induced causes,A9,60-64 years ,60-64,2023,2023,10,2318128,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,15-19 years,15-19,2018,2018,12,2545375,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,15-19 years,15-19,2020,2020,15,2513522,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,15-19 years,15-19,2021,2021,13,2570395,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,15-19 years,15-19,2022,2022,18,2564615,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,15-19 years,15-19,2023,2023,20,2608439,0.8
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,20-24 years,20-24,2018,2018,23,2711800,0.8
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,20-24 years,20-24,2019,2019,34,2647279,1.3
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,20-24 years,20-24,2020,2020,24,2597931,0.9
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,20-24 years,20-24,2021,2021,30,2539686,1.2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,20-24 years,20-24,2022,2022,33,2651334,1.2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,20-24 years,20-24,2023,2023,28,2522898,1.1
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,25-29 years,25-29,2018,2018,22,3125816,0.7
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,25-29 years,25-29,2019,2019,27,3094978,0.9
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,25-29 years,25-29,2020,2020,31,3011714,1
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,25-29 years,25-29,2021,2021,32,2835293,1.1
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,25-29 years,25-29,2022,2022,30,2757767,1.1
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,25-29 years,25-29,2023,2023,31,2693240,1.2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,30-34 years,30-34,2018,2018,21,2917983,0.7
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,30-34 years,30-34,2019,2019,28,2957974,0.9
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,30-34 years,30-34,2020,2020,25,3005343,0.8
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,30-34 years,30-34,2021,2021,27,3004349,0.9
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,30-34 years,30-34,2022,2022,26,2989584,0.9
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,30-34 years,30-34,2023,2023,27,2978517,0.9
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,35-39 years,35-39,2018,2018,43,2754980,1.6
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,35-39 years,35-39,2019,2019,41,2780574,1.5
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,35-39 years,35-39,2020,2020,28,2781508,1
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,35-39 years,35-39,2021,2021,32,2816062,1.1
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,35-39 years,35-39,2022,2022,32,2783889,1.1
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,35-39 years,35-39,2023,2023,36,2800939,1.3
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,40-44 years,40-44,2018,2018,32,2500691,1.3
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,40-44 years,40-44,2019,2019,25,2501526,1
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,40-44 years,40-44,2020,2020,31,2524241,1.2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,40-44 years,40-44,2021,2021,32,2590379,1.2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,40-44 years,40-44,2022,2022,32,2606759,1.2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,40-44 years,40-44,2023,2023,34,2648821,1.3
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,45-49 years,45-49,2018,2018,41,2568083,1.6
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,45-49 years,45-49,2019,2019,39,2515419,1.6
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,45-49 years,45-49,2020,2020,35,2452996,1.4
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,45-49 years,45-49,2021,2021,29,2430013,1.2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,45-49 years,45-49,2022,2022,44,2398337,1.8
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,45-49 years,45-49,2023,2023,35,2399835,1.5
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,50-54 years,50-54,2018,2018,62,2503891,2.5
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,50-54 years,50-54,2019,2019,60,2464326,2.4
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,50-54 years,50-54,2020,2020,52,2457952,2.1
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,50-54 years,50-54,2021,2021,36,2497533,1.4
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,50-54 years,50-54,2022,2022,38,2471944,1.5
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,50-54 years,50-54,2023,2023,36,2447513,1.5
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2018,2018,63,2518810,2.5
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2019,2019,76,2508777,3
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2020,2020,44,2466381,1.8
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2021,2021,45,2455012,1.8
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2022,2022,62,2385680,2.6
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2023,2023,54,2358200,2.3
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,60-64 years ,60-64,2018,2018,57,2262416,2.5
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,60-64 years ,60-64,2019,2019,46,2277858,2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,60-64 years ,60-64,2020,2020,40,2296040,1.7
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,60-64 years ,60-64,2021,2021,42,2322720,1.8
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,60-64 years ,60-64,2022,2022,49,2301629,2.1
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,60-64 years ,60-64,2023,2023,43,2318128,1.9
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,65-69 years,65-69,2018,2018,42,1853102,2.3
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,65-69 years,65-69,2019,2019,38,1889872,2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,65-69 years,65-69,2020,2020,23,1918055,1.2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,65-69 years,65-69,2021,2021,27,1961307,1.4
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,65-69 years,65-69,2022,2022,49,1974129,2.5
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,65-69 years,65-69,2023,2023,40,2029075,2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,70-74 years,70-74,2018,2018,24,1432312,1.7
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,70-74 years,70-74,2019,2019,27,1496798,1.8
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,70-74 years,70-74,2020,2020,26,1551490,1.7
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,70-74 years,70-74,2021,2021,25,1596706,1.6
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,70-74 years,70-74,2022,2022,29,1586759,1.8
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,70-74 years,70-74,2023,2023,27,1631900,1.7
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,75-79 years,75-79,2018,2018,21,976718,2.2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,75-79 years,75-79,2019,2019,14,1017681,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,75-79 years,75-79,2020,2020,13,1052210,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,75-79 years,75-79,2021,2021,23,1046111,2.2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,75-79 years,75-79,2022,2022,25,1140952,2.2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,75-79 years,75-79,2023,2023,24,1202686,2
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,80-84 years,80-84,2018,2018,14,663308,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,80-84 years,80-84,2019,2019,20,683918,2.9
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,80-84 years,80-84,2022,2022,12,714480,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,80-84 years,80-84,2023,2023,19,744037,Unreliable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,85-89 years,85-89,2019,2019,11,Not Applicable,Not Applicable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,85-89 years,85-89,2022,2022,15,Not Applicable,Not Applicable
California,6,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,90-94 years,90-94,2018,2018,10,Not Applicable,Not Applicable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20-24 years,20-24,2021,2021,10,2539686,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,30-34 years,30-34,2023,2023,12,2978517,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,35-39 years,35-39,2020,2020,11,2781508,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,35-39 years,35-39,2022,2022,13,2783889,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,40-44 years,40-44,2022,2022,10,2606759,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,45-49 years,45-49,2019,2019,10,2515419,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,50-54 years,50-54,2022,2022,10,2471944,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,50-54 years,50-54,2023,2023,11,2447513,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,55-59 years,55-59,2020,2020,10,2466381,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,55-59 years,55-59,2022,2022,10,2385680,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,60-64 years ,60-64,2021,2021,17,2322720,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,All other non-drug and non-alcohol causes,O9,20-24 years,20-24,2021,2021,10,2539686,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,All other non-drug and non-alcohol causes,O9,30-34 years,30-34,2023,2023,12,2978517,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,All other non-drug and non-alcohol causes,O9,35-39 years,35-39,2020,2020,11,2781508,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,All other non-drug and non-alcohol causes,O9,35-39 years,35-39,2022,2022,13,2783889,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,All other non-drug and non-alcohol causes,O9,40-44 years,40-44,2022,2022,10,2606759,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,All other non-drug and non-alcohol causes,O9,45-49 years,45-49,2019,2019,10,2515419,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,All other non-drug and non-alcohol causes,O9,50-54 years,50-54,2022,2022,10,2471944,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,All other non-drug and non-alcohol causes,O9,50-54 years,50-54,2023,2023,11,2447513,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2020,2020,10,2466381,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2022,2022,10,2385680,Unreliable
California,6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,All other non-drug and non-alcohol causes,O9,60-64 years ,60-64,2021,2021,17,2322720,Unreliable
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,20-24 years,20-24,2019,2019,12,2647279,Unreliable
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,20-24 years,20-24,2020,2020,15,2597931,Unreliable
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,25-29 years,25-29,2018,2018,26,3125816,0.8
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,25-29 years,25-29,2019,2019,26,3094978,0.8
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,25-29 years,25-29,2020,2020,23,3011714,0.8
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,25-29 years,25-29,2021,2021,24,2835293,0.8
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,25-29 years,25-29,2022,2022,10,2757767,Unreliable
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,30-34 years,30-34,2018,2018,34,2917983,1.2
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,30-34 years,30-34,2019,2019,33,2957974,1.1
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,30-34 years,30-34,2020,2020,40,3005343,1.3
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,30-34 years,30-34,2021,2021,22,3004349,0.7
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,30-34 years,30-34,2022,2022,24,2989584,0.8
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,30-34 years,30-34,2023,2023,19,2978517,Unreliable
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,35-39 years,35-39,2018,2018,24,2754980,0.9
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,35-39 years,35-39,2019,2019,28,2780574,1
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,35-39 years,35-39,2020,2020,36,2781508,1.3
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,35-39 years,35-39,2021,2021,32,2816062,1.1
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,35-39 years,35-39,2022,2022,24,2783889,0.9
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,35-39 years,35-39,2023,2023,34,2800939,1.2
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,40-44 years,40-44,2018,2018,32,2500691,1.3
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,40-44 years,40-44,2019,2019,50,2501526,2
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,40-44 years,40-44,2020,2020,41,2524241,1.6
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,40-44 years,40-44,2021,2021,49,2590379,1.9
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,40-44 years,40-44,2022,2022,40,2606759,1.5
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,40-44 years,40-44,2023,2023,46,2648821,1.7
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,45-49 years,45-49,2018,2018,61,2568083,2.4
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,45-49 years,45-49,2019,2019,41,2515419,1.6
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,45-49 years,45-49,2020,2020,45,2452996,1.8
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,45-49 years,45-49,2021,2021,37,2430013,1.5
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,45-49 years,45-49,2022,2022,36,2398337,1.5
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,45-49 years,45-49,2023,2023,40,2399835,1.7
California,6,All other drug-induced causes,D9,All other drug-induced causes,D9,50-54 years,50-54,2018,2018,66,2503891,2.6
